12345,828556503,6279907381,258906.63927788832,true
03166,410434272,1872984763,185037.7871847306,false
06542,552818667,2483092028,505525.30750470207,false
01263,861498290,3117094402,899418.919071927,false
09360,782133407,2687302930,155304.44294884053,false
06336,303000349,6548866132,451330.5418767485,false
09007,245570140,4470776308,91085.74809792501,false
04203,273883425,7820905804,558384.1049364476,false
04564,319268858,9041666527,465000.2090947409,false
01872,891495483,7784188821,838766.2793029866,false
02095,691342494,1016158668,690899.9174049892,false
01096,137523385,1634729413,724796.1657604055,false
04645,717986667,7937508211,671564.0625940392,false
04800,172652873,5917154328,21345.10046851321,false
01267,758450080,8437985474,488244.3642838797,false
09896,529241421,4336375688,908718.0985962682,false
06185,398625080,9401418114,239743.73769121288,false
02294,550315236,9469317358,46385.49885938789,false
03714,996356700,6475043717,984096.2829262817,false
09408,846370300,8746077066,834683.8358272472,false
